Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Physical_Activity,Learning_Disabilities,Exam_Score,Passed,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Motivation_Level_Low,Motivation_Level_Medium,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male
13,73,0,8,93,1,0,3,0,65,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
7,74,0,10,69,1,1,4,0,64,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1
19,63,1,6,51,1,2,4,0,62,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1
21,99,1,6,65,1,1,2,0,71,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
20,61,0,5,89,1,1,2,0,64,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0
19,86,1,7,93,1,1,2,0,72,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
20,75,0,7,78,1,0,2,0,64,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0
26,86,1,7,65,1,2,4,0,71,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
19,74,1,8,76,1,5,4,1,68,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
17,87,1,8,92,0,3,2,0,68,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
18,89,0,7,66,1,2,3,0,68,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1
23,88,0,7,69,1,3,3,0,69,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1
28,65,1,7,77,1,1,3,0,67,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
16,86,0,7,94,1,0,4,0,66,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1
21,71,1,6,79,1,1,4,0,65,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1
22,61,0,5,60,1,0,2,0,63,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
14,77,0,7,54,1,1,2,0,62,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1
20,77,0,6,55,1,1,1,0,67,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
11,79,1,8,98,1,2,4,0,65,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0
9,88,1,7,91,1,1,3,0,66,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
22,72,0,7,88,0,2,4,0,66,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0
18,73,1,8,75,1,0,1,1,64,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0
21,62,1,5,84,1,5,4,0,67,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0
20,87,0,10,56,1,2,2,0,67,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0
14,83,0,4,81,1,1,4,1,61,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
20,74,1,9,91,1,1,5,0,66,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1
13,88,1,7,53,1,2,4,0,66,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
28,81,1,6,65,1,1,2,0,67,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1
12,79,0,5,56,1,1,5,0,64,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
19,80,0,6,63,1,1,3,0,64,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1
14,85,0,7,89,1,2,2,0,67,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1
23,86,0,7,67,1,2,3,1,68,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
18,72,0,9,84,1,2,4,0,64,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1
17,66,1,7,89,1,0,3,0,63,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
25,66,1,7,91,1,2,3,0,68,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
20,86,0,8,94,1,2,2,0,64,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
23,95,1,7,80,1,2,4,0,70,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0
14,76,0,7,64,1,3,3,0,64,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1
12,67,0,7,58,1,0,2,1,59,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1
21,90,1,8,75,1,4,2,0,71,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1
18,93,1,6,55,1,3,5,0,67,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1
24,95,1,6,96,1,3,3,0,73,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
20,84,0,8,72,1,3,3,0,66,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1
21,94,0,5,94,1,2,2,0,73,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
10,61,1,7,85,1,1,4,0,62,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0
31,64,0,6,93,1,1,3,0,69,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0
19,64,0,8,94,1,3,3,1,66,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
24,89,1,9,53,1,1,3,0,68,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1
15,63,1,6,86,1,4,5,0,65,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1
22,80,1,8,61,1,1,2,0,67,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1
12,79,1,7,99,1,2,2,1,64,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
23,72,1,6,89,0,0,3,0,67,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
18,95,1,7,50,1,3,3,0,66,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
20,67,0,9,96,1,1,3,0,68,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
24,74,1,7,65,1,3,2,0,68,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1
13,91,1,9,71,1,1,2,0,64,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
16,61,1,7,81,1,2,1,0,63,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0
23,87,0,5,96,1,2,3,0,72,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0
33,93,0,7,96,1,1,1,0,75,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0
19,97,0,5,78,1,2,3,0,71,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1
24,95,0,7,66,1,2,3,0,71,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
19,73,1,6,64,1,4,5,1,66,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0
32,83,1,10,68,0,3,4,0,71,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0
10,63,0,9,59,1,0,5,0,61,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1
21,70,1,7,83,1,1,3,0,65,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1
10,64,0,9,76,1,1,1,0,58,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
5,73,1,6,89,1,1,2,0,62,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1
22,95,0,5,55,1,2,0,1,69,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
21,74,1,8,70,1,1,3,0,65,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1
18,82,1,8,62,1,3,4,0,69,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
19,77,1,6,77,1,1,3,0,68,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
39,78,0,6,73,1,0,2,0,70,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1
18,99,1,8,72,1,4,4,0,72,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0
23,72,1,4,66,0,3,4,0,66,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
16,85,1,8,86,1,2,4,0,68,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
22,77,1,7,74,1,2,4,0,67,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
19,62,1,8,60,1,1,2,0,61,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
18,80,1,8,77,1,1,2,0,64,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
31,93,0,6,80,1,3,2,0,74,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1
27,64,0,5,51,1,1,3,0,64,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
21,63,1,9,60,1,2,2,0,64,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1
6,66,1,7,62,1,2,4,0,61,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1
18,91,1,7,62,1,3,3,0,71,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1
36,89,1,8,62,1,2,3,0,72,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
19,83,0,6,64,1,0,5,0,68,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
27,79,1,8,63,1,2,5,0,69,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
29,96,0,8,94,0,2,4,0,74,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
21,91,1,9,66,1,3,4,0,70,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0
15,92,1,9,67,1,1,2,0,69,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1
5,93,0,7,63,1,2,3,0,64,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1
24,86,1,8,98,1,2,5,0,71,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1
15,78,1,7,77,1,0,3,0,65,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
21,95,1,7,81,1,0,3,0,71,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1
13,97,1,5,87,1,1,2,0,71,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
18,61,1,7,67,1,5,2,0,66,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
20,62,0,4,98,1,1,4,0,64,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
22,98,0,7,58,1,0,3,0,70,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
13,71,0,9,73,1,1,3,0,61,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
27,95,1,8,57,1,1,3,0,71,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0
16,76,0,7,90,1,0,3,0,65,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1
10,65,0,7,55,1,0,3,0,59,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0
19,63,1,6,78,1,3,2,1,63,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1
20,66,1,6,55,1,1,3,0,64,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
21,70,0,8,73,1,0,4,0,63,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
28,80,0,5,64,1,1,2,0,70,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
19,88,1,5,95,1,1,3,0,70,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1
19,99,1,8,53,1,1,4,0,72,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1
13,78,0,7,82,1,0,2,0,65,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
25,81,1,7,85,1,3,1,0,71,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
21,81,1,7,94,1,3,1,0,70,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1
17,82,0,10,94,1,1,3,0,66,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
9,81,1,7,99,1,2,3,0,64,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0
29,60,0,7,63,1,0,4,0,64,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
13,60,0,10,64,1,1,4,0,59,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1
16,64,1,7,70,1,5,4,0,65,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
22,64,1,10,77,1,1,3,0,66,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1
13,88,1,4,68,1,1,2,0,67,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0
11,68,1,5,87,1,1,4,1,62,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1
7,96,0,6,50,1,1,3,0,65,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
24,97,1,8,51,1,3,2,0,73,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0
17,99,0,10,86,1,1,2,0,70,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1
38,98,0,6,94,1,2,4,0,75,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
14,71,1,8,89,1,0,3,0,66,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0
14,80,0,10,56,1,1,3,0,65,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
17,67,0,9,97,1,1,3,0,64,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0
21,92,0,6,76,1,2,5,0,70,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1
17,96,1,8,87,1,0,5,0,71,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1
24,94,0,8,60,1,0,3,0,68,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1
14,77,1,6,77,1,1,2,0,64,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
12,90,0,8,67,1,2,3,0,67,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0
9,64,1,6,99,1,6,6,1,65,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1
7,62,1,7,74,1,3,3,0,62,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0
17,90,1,5,88,1,1,1,0,68,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
18,77,1,4,80,1,1,2,0,66,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1
16,100,1,7,55,1,1,2,1,69,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
27,64,1,7,77,1,3,4,0,68,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1
27,94,0,5,77,1,0,2,0,71,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
18,79,1,8,86,1,3,4,0,68,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0
9,93,1,7,66,1,0,2,0,64,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1
17,93,0,8,93,1,0,3,0,66,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1
16,97,1,8,81,1,0,2,0,70,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
16,72,0,9,52,1,1,1,1,60,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
16,98,1,8,85,1,0,2,0,69,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1
16,66,1,7,95,1,1,4,0,65,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1
18,63,1,7,84,1,1,2,0,66,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0
16,77,0,10,69,1,1,3,0,64,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
21,93,0,8,80,1,0,1,0,71,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
22,79,0,7,59,1,0,3,0,66,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1
15,93,1,7,80,1,0,3,0,66,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0
28,89,0,6,75,1,1,3,0,68,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1
14,68,0,5,51,1,1,5,1,63,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1
10,98,1,10,66,1,1,2,0,66,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
22,62,0,8,60,0,0,2,0,61,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1
15,96,0,5,70,1,4,3,0,70,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
22,72,1,7,62,1,5,2,0,68,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
6,80,1,9,92,1,5,2,0,65,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1
28,77,0,6,85,1,0,1,0,69,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
24,67,1,6,87,1,0,4,0,67,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1
11,74,0,8,68,1,0,3,0,62,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1
11,68,1,8,50,1,2,4,0,61,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
30,68,1,6,61,1,1,3,0,70,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
16,67,1,6,88,1,0,3,0,65,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1
15,80,0,8,80,1,1,4,0,65,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0
6,92,1,5,77,1,1,4,0,66,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1
18,83,1,6,64,0,1,3,0,66,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
19,96,1,7,54,1,1,3,0,69,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1
24,85,0,8,89,1,1,3,0,70,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0
12,88,0,6,52,0,1,1,0,63,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
11,87,0,8,53,1,1,3,0,64,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0
23,78,0,9,65,1,1,2,1,65,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
26,88,1,6,79,1,1,4,0,71,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1
11,63,1,10,100,1,0,3,0,61,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0
26,94,1,9,55,1,2,3,0,69,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1
20,91,0,7,74,1,1,4,0,69,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1
27,70,0,7,80,1,1,3,0,66,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0
20,91,0,6,91,1,3,2,0,72,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1
5,61,0,9,84,1,1,3,0,60,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1
19,69,0,7,90,1,0,1,0,62,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1
26,63,1,5,76,1,3,5,1,66,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0
15,91,1,4,72,1,1,2,0,69,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
18,90,0,7,81,1,2,3,0,69,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1
19,93,0,7,95,1,3,3,0,71,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
3,60,1,6,78,1,1,1,0,57,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
30,80,0,5,80,1,0,4,0,72,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
15,88,1,4,67,1,1,4,0,66,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
23,66,1,6,80,1,1,3,0,66,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
19,86,0,6,81,1,3,3,0,70,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1
28,63,0,8,88,1,2,2,0,67,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1
22,67,1,7,79,1,1,3,0,65,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0
19,79,1,9,60,1,1,3,1,63,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0
15,86,0,8,79,1,3,3,0,68,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0
25,66,1,8,65,1,0,3,1,63,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1
9,67,1,8,54,1,3,5,0,63,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
24,68,1,5,91,1,1,4,0,68,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
13,70,1,6,53,1,2,0,1,60,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0
28,69,0,10,82,1,0,2,0,67,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
21,76,1,4,99,1,0,3,0,65,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
24,86,1,7,54,1,0,2,0,68,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
20,78,0,8,61,1,0,2,1,62,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0
9,91,0,4,88,1,2,4,1,65,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0
15,89,1,6,55,1,1,3,0,66,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
24,65,1,10,92,1,3,4,0,67,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1
21,62,1,7,50,0,1,2,0,60,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
27,95,1,6,94,1,2,4,0,74,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0
22,63,1,7,53,1,1,4,0,62,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1
14,66,1,6,96,1,0,3,0,61,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
15,61,0,10,93,1,0,4,0,63,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1
21,85,0,6,77,1,2,3,0,66,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1
6,83,0,6,89,1,1,4,0,65,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
30,99,0,5,54,1,0,3,0,72,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1
23,95,0,7,57,1,1,2,0,70,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
27,76,1,7,68,1,1,3,0,71,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
11,75,1,9,77,0,1,2,1,64,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
27,72,0,5,93,1,1,2,0,70,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1
33,66,0,8,77,1,2,3,0,68,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1
12,66,1,7,83,0,1,3,0,61,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1
25,65,1,4,84,1,1,2,0,68,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1
20,65,0,6,94,1,1,2,0,64,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0
11,70,1,6,89,1,2,4,0,64,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
23,72,1,10,99,1,2,4,0,71,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
25,98,1,8,51,1,0,2,0,72,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
16,83,1,7,60,1,0,1,0,66,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0
27,100,1,4,97,1,4,3,0,74,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0
10,75,1,4,90,1,3,3,1,65,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1
11,78,0,8,63,1,1,3,0,64,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0
21,73,1,8,99,1,1,4,0,69,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1
20,67,0,6,93,0,1,3,1,62,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1
16,66,1,7,53,1,2,2,0,62,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1
25,98,1,7,91,1,2,3,0,72,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
23,99,0,7,89,1,1,3,0,73,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0
25,62,0,6,61,1,1,4,0,64,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0
19,66,0,8,83,1,2,3,0,65,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0
24,77,1,9,99,1,1,1,0,70,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1
17,67,1,6,84,1,1,3,0,66,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
32,75,0,5,91,1,1,2,0,70,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
15,65,1,6,55,1,2,3,0,63,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
